record_id,timestamp_utc,site_id,equipment_id,equipment_type,location,data_split,operating_state,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,active_source,mains_voltage,generator_voltage,transfer_status,breaker_status,room_temperature_c,intruder_alarm,fire_alarm,voltage_deviation_pct,temperature_change_c_per_hour,target_fault_active,target_failure_type,target_risk_level,target_maintenance_required
11755,2025-01-06T19:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.362438,0.932008,0.974928,-0.222521,MAINS,228.26,0,NORMAL,CLOSED,26.24,false,false,0.76,-1.46,0,,NORMAL,0
11762,2025-01-06T20:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.382683,0.92388,0.974928,-0.222521,MAINS,228.61,0,NORMAL,CLOSED,26.74,false,false,0.6,0.1,0,,NORMAL,0
11769,2025-01-06T20:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.402747,0.915311,0.974928,-0.222521,MAINS,229.29,0,NORMAL,CLOSED,27.5,false,false,0.31,0.59,0,,NORMAL,0
11776,2025-01-06T20:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.422618,0.906308,0.974928,-0.222521,MAINS,228.74,0,NORMAL,CLOSED,26.47,false,false,0.55,-1.27,0,,NORMAL,0
11783,2025-01-06T20:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.442289,0.896873,0.974928,-0.222521,MAINS,228.89,0,NORMAL,CLOSED,27.43,false,false,0.48,-0.15,0,,NORMAL,0
11790,2025-01-06T20:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.461749,0.887011,0.974928,-0.222521,MAINS,228.96,0,NORMAL,CLOSED,27.29,false,false,0.45,0.74,0,,NORMAL,0
11797,2025-01-06T20:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.480989,0.876727,0.974928,-0.222521,MAINS,229.57,0,NORMAL,CLOSED,26.97,false,false,0.19,-0.19,0,,NORMAL,0
11804,2025-01-06T20:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.5,0.866025,0.974928,-0.222521,MAINS,229.91,0,NORMAL,CLOSED,26.95,false,false,0.04,-0.92,0,,NORMAL,0
11811,2025-01-06T20:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.518773,0.854912,0.974928,-0.222521,MAINS,229.64,0,NORMAL,CLOSED,27.27,false,false,0.15,-0.34,0,,NORMAL,0
11818,2025-01-06T20:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.5373,0.843391,0.974928,-0.222521,MAINS,229.83,0,NORMAL,CLOSED,27.42,false,false,0.07,0.11,0,,NORMAL,0
11825,2025-01-06T20:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.55557,0.83147,0.974928,-0.222521,MAINS,228.85,0,NORMAL,CLOSED,27,false,false,0.5,0.12,0,,NORMAL,0
11832,2025-01-06T20:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.573576,0.819152,0.974928,-0.222521,MAINS,228.41,0,NORMAL,CLOSED,26.62,false,false,0.69,-1.41,0,,NORMAL,0
11839,2025-01-06T20:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.59131,0.806445,0.974928,-0.222521,MAINS,230.08,0,NORMAL,CLOSED,27.48,false,false,0.03,1.24,0,,NORMAL,0
11846,2025-01-06T21:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.608761,0.793353,0.974928,-0.222521,MAINS,230.35,0,NORMAL,CLOSED,27.37,false,false,0.15,0.63,0,,NORMAL,0
11853,2025-01-06T21:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.625923,0.779884,0.974928,-0.222521,MAINS,228.26,0,NORMAL,CLOSED,26.69,false,false,0.75,-0.81,0,,NORMAL,0
11860,2025-01-06T21:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.642788,0.766044,0.974928,-0.222521,MAINS,228.18,0,NORMAL,CLOSED,27.5,false,false,0.79,1.03,0,,NORMAL,0
11867,2025-01-06T21:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.659346,0.75184,0.974928,-0.222521,MAINS,230.76,0,NORMAL,CLOSED,27.27,false,false,0.33,-0.16,0,,NORMAL,0
11874,2025-01-06T21:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.67559,0.737277,0.974928,-0.222521,MAINS,229.82,0,NORMAL,CLOSED,27.41,false,false,0.08,0.12,0,,NORMAL,0
11881,2025-01-06T21:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.691513,0.722364,0.974928,-0.222521,MAINS,229.26,0,NORMAL,CLOSED,28.15,false,false,0.32,1.18,0,,NORMAL,0
11888,2025-01-06T21:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.707107,0.707107,0.974928,-0.222521,MAINS,231.38,0,NORMAL,CLOSED,27.45,false,false,0.6,0.5,0,,NORMAL,0
11895,2025-01-06T21:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.722364,0.691513,0.974928,-0.222521,MAINS,229.7,0,NORMAL,CLOSED,26.97,false,false,0.13,-0.3,0,,NORMAL,0
11902,2025-01-06T21:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.737277,0.67559,0.974928,-0.222521,MAINS,230.31,0,NORMAL,CLOSED,27.32,false,false,0.13,-0.1,0,,NORMAL,0
11909,2025-01-06T21:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.75184,0.659346,0.974928,-0.222521,MAINS,229.82,0,NORMAL,CLOSED,27.13,false,false,0.08,0.13,0,,NORMAL,0
11916,2025-01-06T21:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.766044,0.642788,0.974928,-0.222521,MAINS,230.08,0,NORMAL,CLOSED,26.56,false,false,0.04,-0.06,0,,NORMAL,0
11923,2025-01-06T21:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.779884,0.625923,0.974928,-0.222521,MAINS,229.96,0,NORMAL,CLOSED,26.91,false,false,0.02,-0.57,0,,NORMAL,0
11930,2025-01-06T22:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.793353,0.608761,0.974928,-0.222521,MAINS,227.97,0,NORMAL,CLOSED,27.29,false,false,0.88,-0.08,0,,NORMAL,0
11937,2025-01-06T22:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.806445,0.59131,0.974928,-0.222521,MAINS,229.81,0,NORMAL,CLOSED,26.83,false,false,0.08,0.14,0,,NORMAL,0
11944,2025-01-06T22:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.819152,0.573576,0.974928,-0.222521,MAINS,229.15,0,NORMAL,CLOSED,27.24,false,false,0.37,-0.26,0,,NORMAL,0
11951,2025-01-06T22:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.83147,0.55557,0.974928,-0.222521,MAINS,230.12,0,NORMAL,CLOSED,27.49,false,false,0.05,0.22,0,,NORMAL,0
11958,2025-01-06T22:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.843391,0.5373,0.974928,-0.222521,MAINS,229.43,0,NORMAL,CLOSED,27.46,false,false,0.25,0.05,0,,NORMAL,0
11965,2025-01-06T22:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.854912,0.518773,0.974928,-0.222521,MAINS,229.93,0,NORMAL,CLOSED,27.55,false,false,0.03,-0.6,0,,NORMAL,0
11972,2025-01-06T22:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.866025,0.5,0.974928,-0.222521,MAINS,231.28,0,NORMAL,CLOSED,26.55,false,false,0.56,-0.9,0,,NORMAL,0
11979,2025-01-06T22:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.876727,0.480989,0.974928,-0.222521,MAINS,230.62,0,NORMAL,CLOSED,26.36,false,false,0.27,-0.61,0,,NORMAL,0
11986,2025-01-06T22:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.887011,0.461749,0.974928,-0.222521,MAINS,231.62,0,NORMAL,CLOSED,26.81,false,false,0.7,-0.51,0,,NORMAL,0
11993,2025-01-06T22:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.896873,0.442289,0.974928,-0.222521,MAINS,230.58,0,NORMAL,CLOSED,26.87,false,false,0.25,-0.26,0,,NORMAL,0
12000,2025-01-06T22:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.906308,0.422618,0.974928,-0.222521,MAINS,230.74,0,NORMAL,CLOSED,27.16,false,false,0.32,0.6,0,,NORMAL,0
12007,2025-01-06T22:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.915311,0.402747,0.974928,-0.222521,MAINS,231.97,0,NORMAL,CLOSED,27.56,false,false,0.86,0.65,0,,NORMAL,0
12014,2025-01-06T23:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.92388,0.382683,0.974928,-0.222521,MAINS,230.18,0,NORMAL,CLOSED,26.93,false,false,0.08,-0.36,0,,NORMAL,0
12021,2025-01-06T23:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.932008,0.362438,0.974928,-0.222521,MAINS,229.93,0,NORMAL,CLOSED,27.32,false,false,0.03,0.49,0,,NORMAL,0
12028,2025-01-06T23:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.939693,0.34202,0.974928,-0.222521,MAINS,229.15,0,NORMAL,CLOSED,26.73,false,false,0.37,-0.51,0,,NORMAL,0
12035,2025-01-06T23:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.94693,0.321439,0.974928,-0.222521,MAINS,229.38,0,NORMAL,CLOSED,26.2,false,false,0.27,-1.29,0,,NORMAL,0
12042,2025-01-06T23:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.953717,0.300706,0.974928,-0.222521,MAINS,229.31,0,NORMAL,CLOSED,26.66,false,false,0.3,-0.8,0,,NORMAL,0
12049,2025-01-06T23:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.96005,0.279829,0.974928,-0.222521,MAINS,228.88,0,NORMAL,CLOSED,26.96,false,false,0.49,-0.59,0,,NORMAL,0
12056,2025-01-06T23:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.965926,0.258819,0.974928,-0.222521,MAINS,230.24,0,NORMAL,CLOSED,27.08,false,false,0.1,0.53,0,,NORMAL,0
12063,2025-01-06T23:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.971342,0.237686,0.974928,-0.222521,MAINS,229.93,0,NORMAL,CLOSED,26.59,false,false,0.03,0.23,0,,NORMAL,0
12070,2025-01-06T23:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.976296,0.21644,0.974928,-0.222521,MAINS,231.48,0,NORMAL,CLOSED,26.2,false,false,0.64,-0.61,0,,NORMAL,0
12077,2025-01-06T23:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.980785,0.19509,0.974928,-0.222521,MAINS,231.96,0,NORMAL,CLOSED,26.56,false,false,0.85,-0.31,0,,NORMAL,0
12084,2025-01-06T23:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.984808,0.173648,0.974928,-0.222521,MAINS,230.46,0,NORMAL,CLOSED,26.87,false,false,0.2,-0.29,0,,NORMAL,0
12091,2025-01-06T23:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.988362,0.152123,0.974928,-0.222521,MAINS,230.71,0,NORMAL,CLOSED,26.34,false,false,0.31,-1.22,0,,NORMAL,0
12098,2025-01-07T00:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.991445,0.130526,0.974928,-0.222521,MAINS,231.5,0,NORMAL,CLOSED,27.36,false,false,0.65,0.43,0,,NORMAL,0
12105,2025-01-07T00:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.994056,0.108867,0.974928,-0.222521,MAINS,230.02,0,NORMAL,CLOSED,27.33,false,false,0.01,0.01,0,,NORMAL,0
12112,2025-01-07T00:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.996195,0.087156,0.974928,-0.222521,MAINS,229.74,0,NORMAL,CLOSED,26.78,false,false,0.11,0.05,0,,NORMAL,0
12119,2025-01-07T00:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.997859,0.065403,0.974928,-0.222521,MAINS,229.22,0,NORMAL,CLOSED,26.28,false,false,0.34,0.08,0,,NORMAL,0
12126,2025-01-07T00:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.999048,0.043619,0.974928,-0.222521,MAINS,230.27,0,NORMAL,CLOSED,26.73,false,false,0.12,0.07,0,,NORMAL,0
12133,2025-01-07T00:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.999762,0.021815,0.974928,-0.222521,MAINS,227.96,0,NORMAL,CLOSED,26.26,false,false,0.89,-0.7,0,,NORMAL,0
12140,2025-01-07T00:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,1,0,0.974928,-0.222521,MAINS,231.81,0,NORMAL,CLOSED,27.16,false,false,0.79,0.08,0,,NORMAL,0
12147,2025-01-07T00:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.999762,-0.021815,0.974928,-0.222521,MAINS,230.53,0,NORMAL,CLOSED,27.26,false,false,0.23,0.67,0,,NORMAL,0
12154,2025-01-07T00:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.999048,-0.043619,0.974928,-0.222521,MAINS,230.66,0,NORMAL,CLOSED,26.13,false,false,0.29,-0.07,0,,NORMAL,0
12161,2025-01-07T00:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.997859,-0.065403,0.974928,-0.222521,MAINS,231.6,0,NORMAL,CLOSED,27.81,false,false,0.7,1.25,0,,NORMAL,0
12168,2025-01-07T00:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.996195,-0.087156,0.974928,-0.222521,MAINS,230.04,0,NORMAL,CLOSED,25.94,false,false,0.02,-0.93,0,,NORMAL,0
12175,2025-01-07T00:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.994056,-0.108867,0.974928,-0.222521,MAINS,231.4,0,NORMAL,CLOSED,26.3,false,false,0.61,-0.04,0,,NORMAL,0
12182,2025-01-07T01:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.991445,-0.130526,0.974928,-0.222521,MAINS,230.21,0,NORMAL,CLOSED,26.86,false,false,0.09,-0.5,0,,NORMAL,0
12189,2025-01-07T01:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.988362,-0.152123,0.974928,-0.222521,MAINS,231.02,0,NORMAL,CLOSED,26.77,false,false,0.45,-0.56,0,,NORMAL,0
12196,2025-01-07T01:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.984808,-0.173648,0.974928,-0.222521,MAINS,230.86,0,NORMAL,CLOSED,27.14,false,false,0.37,0.36,0,,NORMAL,0
12203,2025-01-07T01:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.980785,-0.19509,0.974928,-0.222521,MAINS,230.11,0,NORMAL,CLOSED,26.95,false,false,0.05,0.67,0,,NORMAL,0
12210,2025-01-07T01:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.976296,-0.21644,0.974928,-0.222521,MAINS,229.77,0,NORMAL,CLOSED,26.97,false,false,0.1,0.24,0,,NORMAL,0
12217,2025-01-07T01:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.971342,-0.237686,0.974928,-0.222521,MAINS,231.83,0,NORMAL,CLOSED,27.24,false,false,0.8,0.98,0,,NORMAL,0
12224,2025-01-07T01:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.965926,-0.258819,0.974928,-0.222521,MAINS,231.91,0,NORMAL,CLOSED,27.34,false,false,0.83,0.18,0,,NORMAL,0
12231,2025-01-07T01:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.96005,-0.279829,0.974928,-0.222521,MAINS,230.99,0,NORMAL,CLOSED,26.37,false,false,0.43,-0.89,0,,NORMAL,0
12238,2025-01-07T01:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.953717,-0.300706,0.974928,-0.222521,MAINS,231.55,0,NORMAL,CLOSED,26.55,false,false,0.67,0.42,0,,NORMAL,0
12245,2025-01-07T01:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.94693,-0.321439,0.974928,-0.222521,MAINS,231.8,0,NORMAL,CLOSED,27.12,false,false,0.78,-0.69,0,,NORMAL,0
12252,2025-01-07T01:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.939693,-0.34202,0.974928,-0.222521,MAINS,231.88,0,NORMAL,CLOSED,27.19,false,false,0.82,1.25,0,,NORMAL,0
12259,2025-01-07T01:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.932008,-0.362438,0.974928,-0.222521,MAINS,231.32,0,NORMAL,CLOSED,26.65,false,false,0.57,0.35,0,,NORMAL,0
12266,2025-01-07T02:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.92388,-0.382683,0.974928,-0.222521,MAINS,230.74,0,NORMAL,CLOSED,26.73,false,false,0.32,-0.13,0,,NORMAL,0
12273,2025-01-07T02:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.915311,-0.402747,0.974928,-0.222521,MAINS,231.2,0,NORMAL,CLOSED,26.99,false,false,0.52,0.22,0,,NORMAL,0
12280,2025-01-07T02:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.906308,-0.422618,0.974928,-0.222521,MAINS,231.97,0,NORMAL,CLOSED,26.99,false,false,0.86,-0.15,0,,NORMAL,0
12287,2025-01-07T02:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.896873,-0.442289,0.974928,-0.222521,MAINS,232.11,0,NORMAL,CLOSED,26.68,false,false,0.92,-0.27,0,,NORMAL,0
12294,2025-01-07T02:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.887011,-0.461749,0.974928,-0.222521,MAINS,230.66,0,NORMAL,CLOSED,26.98,false,false,0.28,0.01,0,,NORMAL,0
12301,2025-01-07T02:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.876727,-0.480989,0.974928,-0.222521,MAINS,231.23,0,NORMAL,CLOSED,26.49,false,false,0.53,-0.75,0,,NORMAL,0
12308,2025-01-07T02:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.866025,-0.5,0.974928,-0.222521,MAINS,231.5,0,NORMAL,CLOSED,27.13,false,false,0.65,-0.21,0,,NORMAL,0
12315,2025-01-07T02:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.854912,-0.518773,0.974928,-0.222521,MAINS,231.66,0,NORMAL,CLOSED,26.37,false,false,0.72,0,0,,NORMAL,0
12322,2025-01-07T02:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.843391,-0.5373,0.974928,-0.222521,MAINS,230.67,0,NORMAL,CLOSED,26.94,false,false,0.29,0.39,0,,NORMAL,0
12329,2025-01-07T02:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.83147,-0.55557,0.974928,-0.222521,MAINS,230.15,0,NORMAL,CLOSED,26.97,false,false,0.07,-0.15,0,,NORMAL,0
12336,2025-01-07T02:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.819152,-0.573576,0.974928,-0.222521,MAINS,231.58,0,NORMAL,CLOSED,27.55,false,false,0.69,0.36,0,,NORMAL,0
12343,2025-01-07T02:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.806445,-0.59131,0.974928,-0.222521,MAINS,231.2,0,NORMAL,CLOSED,27.09,false,false,0.52,0.44,0,,NORMAL,0
12350,2025-01-07T03:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.793353,-0.608761,0.974928,-0.222521,MAINS,231.16,0,NORMAL,CLOSED,27.05,false,false,0.5,0.32,0,,NORMAL,0
12357,2025-01-07T03:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.779884,-0.625923,0.974928,-0.222521,MAINS,231.88,0,NORMAL,CLOSED,26.92,false,false,0.82,-0.07,0,,NORMAL,0
12364,2025-01-07T03:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.766044,-0.642788,0.974928,-0.222521,MAINS,231.55,0,NORMAL,CLOSED,27.14,false,false,0.67,0.15,0,,NORMAL,0
12371,2025-01-07T03:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.75184,-0.659346,0.974928,-0.222521,MAINS,229.8,0,NORMAL,CLOSED,27.07,false,false,0.09,0.39,0,,NORMAL,0
12378,2025-01-07T03:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.737277,-0.67559,0.974928,-0.222521,MAINS,230.26,0,NORMAL,CLOSED,27.76,false,false,0.11,0.78,0,,NORMAL,0
12385,2025-01-07T03:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.722364,-0.691513,0.974928,-0.222521,MAINS,231.28,0,NORMAL,CLOSED,26.72,false,false,0.56,0.23,0,,NORMAL,0
12392,2025-01-07T03:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.707107,-0.707107,0.974928,-0.222521,MAINS,231.08,0,NORMAL,CLOSED,26.95,false,false,0.47,-0.18,0,,NORMAL,0
12399,2025-01-07T03:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.691513,-0.722364,0.974928,-0.222521,MAINS,231.03,0,NORMAL,CLOSED,26.77,false,false,0.45,0.4,0,,NORMAL,0
12406,2025-01-07T03:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.67559,-0.737277,0.974928,-0.222521,MAINS,231.07,0,NORMAL,CLOSED,26.36,false,false,0.46,-0.58,0,,NORMAL,0
12413,2025-01-07T03:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.659346,-0.75184,0.974928,-0.222521,MAINS,232.17,0,NORMAL,CLOSED,27.28,false,false,0.95,0.31,0,,NORMAL,0
12420,2025-01-07T03:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.642788,-0.766044,0.974928,-0.222521,MAINS,231.49,0,NORMAL,CLOSED,27.34,false,false,0.65,-0.21,0,,NORMAL,0
12427,2025-01-07T03:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.625923,-0.779884,0.974928,-0.222521,MAINS,232.33,0,NORMAL,CLOSED,27.41,false,false,1.01,0.32,0,,NORMAL,0
12434,2025-01-07T04:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.608761,-0.793353,0.974928,-0.222521,MAINS,231.33,0,NORMAL,CLOSED,26.9,false,false,0.58,-0.15,0,,NORMAL,0
12441,2025-01-07T04:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.59131,-0.806445,0.974928,-0.222521,MAINS,230.77,0,NORMAL,CLOSED,27.08,false,false,0.34,0.16,0,,NORMAL,0
12448,2025-01-07T04:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.573576,-0.819152,0.974928,-0.222521,MAINS,231.71,0,NORMAL,CLOSED,26.44,false,false,0.74,-0.7,0,,NORMAL,0
12455,2025-01-07T04:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.55557,-0.83147,0.974928,-0.222521,MAINS,230.6,0,NORMAL,CLOSED,27.07,false,false,0.26,0,0,,NORMAL,0
12462,2025-01-07T04:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.5373,-0.843391,0.974928,-0.222521,MAINS,231.02,0,NORMAL,CLOSED,27.37,false,false,0.44,-0.39,0,,NORMAL,0
12469,2025-01-07T04:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.518773,-0.854912,0.974928,-0.222521,MAINS,231.35,0,NORMAL,CLOSED,27.76,false,false,0.59,1.04,0,,NORMAL,0
12476,2025-01-07T04:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.5,-0.866025,0.974928,-0.222521,MAINS,229.92,0,NORMAL,CLOSED,26.67,false,false,0.03,-0.28,0,,NORMAL,0
