record_id,timestamp_utc,site_id,equipment_id,equipment_type,location,data_split,operating_state,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,voltage_L1,voltage_L2,voltage_L3,current_L1,current_L2,current_L3,fuel_level_pct,frequency_hz,running_status,breaker_status,room_temperature_c,intruder_alarm,fire_alarm,phase_voltage_imbalance_v,phase_current_imbalance_pct,voltage_deviation_pct,temperature_change_c_per_hour,target_failure_within_15_min,target_failure_within_60_min,target_failure_within_6_hours,target_time_to_failure_min,target_fault_active,target_failure_type,target_risk_level,target_maintenance_required
120037,2025-03-01T13:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.991445,0.130526,-0.781831,0.62349,0,0,0,0,0,0,88.16,0,STANDBY,OPEN,27.57,false,false,0,0,0,-1.24,0,0,0,,0,,NORMAL,0
120044,2025-03-01T13:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.988362,0.152123,-0.781831,0.62349,0,0,0,0,0,0,87.85,0,STANDBY,OPEN,27.78,false,false,0,0,0,-0.76,0,0,0,,0,,NORMAL,0
120051,2025-03-01T13:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.984808,0.173648,-0.781831,0.62349,0,0,0,0,0,0,87.87,0,STANDBY,OPEN,26.56,false,false,0,0,0,-0.94,0,0,0,,0,,NORMAL,0
120058,2025-03-01T13:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.980785,0.19509,-0.781831,0.62349,0,0,0,0,0,0,88.02,0,STANDBY,OPEN,28.99,false,false,0,0,0,0.69,0,0,0,,0,,NORMAL,0
120065,2025-03-01T13:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.976296,0.21644,-0.781831,0.62349,0,0,0,0,0,0,87.93,0,STANDBY,OPEN,28.5,false,false,0,0,0,-0.36,0,0,0,,0,,NORMAL,0
120072,2025-03-01T13:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.971342,0.237686,-0.781831,0.62349,0,0,0,0,0,0,87.92,0,STANDBY,OPEN,27.94,false,false,0,0,0,-0.11,0,0,0,,0,,NORMAL,0
120079,2025-03-01T13:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.965926,0.258819,-0.781831,0.62349,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,27.65,false,false,0,0,0,0.53,0,0,0,,0,,NORMAL,0
120086,2025-03-01T13:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.96005,0.279829,-0.781831,0.62349,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,27.9,false,false,0,0,0,0.25,0,0,0,,0,,NORMAL,0
120093,2025-03-01T13:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.953717,0.300706,-0.781831,0.62349,0,0,0,0,0,0,87.9,0,STANDBY,OPEN,28.77,false,false,0,0,0,0.52,0,0,0,,0,,NORMAL,0
120100,2025-03-01T13:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.94693,0.321439,-0.781831,0.62349,0,0,0,0,0,0,87.91,0,STANDBY,OPEN,28.91,false,false,0,0,0,1.72,0,0,0,,0,,NORMAL,0
120107,2025-03-01T13:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.939693,0.34202,-0.781831,0.62349,0,0,0,0,0,0,87.88,0,STANDBY,OPEN,27.82,false,false,0,0,0,-0.07,0,0,0,,0,,NORMAL,0
120114,2025-03-01T13:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.932008,0.362438,-0.781831,0.62349,0,0,0,0,0,0,87.94,0,STANDBY,OPEN,28.17,false,false,0,0,0,0.87,0,0,0,,0,,NORMAL,0
120121,2025-03-01T14:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.92388,0.382683,-0.781831,0.62349,0,0,0,0,0,0,87.99,0,STANDBY,OPEN,28.7,false,false,0,0,0,1.13,0,0,0,,0,,NORMAL,0
120128,2025-03-01T14:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.915311,0.402747,-0.781831,0.62349,0,0,0,0,0,0,87.95,0,STANDBY,OPEN,27.97,false,false,0,0,0,0.19,0,0,0,,0,,NORMAL,0
120135,2025-03-01T14:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.906308,0.422618,-0.781831,0.62349,0,0,0,0,0,0,87.96,0,STANDBY,OPEN,28.02,false,false,0,0,0,1.46,0,0,0,,0,,NORMAL,0
120142,2025-03-01T14:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.896873,0.442289,-0.781831,0.62349,0,0,0,0,0,0,88.06,0,STANDBY,OPEN,27.63,false,false,0,0,0,-1.36,0,0,0,,0,,NORMAL,0
120149,2025-03-01T14:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.887011,0.461749,-0.781831,0.62349,0,0,0,0,0,0,88.09,0,STANDBY,OPEN,28.16,false,false,0,0,0,-0.34,0,0,0,,0,,NORMAL,0
120156,2025-03-01T14:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.876727,0.480989,-0.781831,0.62349,0,0,0,0,0,0,87.84,0,STANDBY,OPEN,28.49,false,false,0,0,0,0.55,0,0,0,,0,,NORMAL,0
120163,2025-03-01T14:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.866025,0.5,-0.781831,0.62349,0,0,0,0,0,0,87.97,0,STANDBY,OPEN,28.91,false,false,0,0,0,1.26,0,0,0,,0,,NORMAL,0
120170,2025-03-01T14:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.854912,0.518773,-0.781831,0.62349,0,0,0,0,0,0,88.16,0,STANDBY,OPEN,28.18,false,false,0,0,0,0.28,0,0,0,,0,,NORMAL,0
120177,2025-03-01T14:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.843391,0.5373,-0.781831,0.62349,0,0,0,0,0,0,87.98,0,STANDBY,OPEN,27.63,false,false,0,0,0,-1.14,0,0,0,,0,,NORMAL,0
120184,2025-03-01T14:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.83147,0.55557,-0.781831,0.62349,0,0,0,0,0,0,88.12,0,STANDBY,OPEN,27.92,false,false,0,0,0,-0.99,0,0,0,,0,,NORMAL,0
120191,2025-03-01T14:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.819152,0.573576,-0.781831,0.62349,0,0,0,0,0,0,88.05,0,STANDBY,OPEN,28.41,false,false,0,0,0,0.59,0,0,0,,0,,NORMAL,0
120198,2025-03-01T14:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.806445,0.59131,-0.781831,0.62349,0,0,0,0,0,0,88.17,0,STANDBY,OPEN,28.13,false,false,0,0,0,-0.04,0,0,0,,0,,NORMAL,0
120205,2025-03-01T15:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.793353,0.608761,-0.781831,0.62349,0,0,0,0,0,0,87.85,0,STANDBY,OPEN,29.13,false,false,0,0,0,0.43,0,0,0,,0,,NORMAL,0
120212,2025-03-01T15:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.779884,0.625923,-0.781831,0.62349,0,0,0,0,0,0,88,0,STANDBY,OPEN,27.89,false,false,0,0,0,-0.08,0,0,0,,0,,NORMAL,0
120219,2025-03-01T15:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.766044,0.642788,-0.781831,0.62349,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,28.15,false,false,0,0,0,0.13,0,0,0,,0,,NORMAL,0
120226,2025-03-01T15:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.75184,0.659346,-0.781831,0.62349,0,0,0,0,0,0,87.84,0,STANDBY,OPEN,28.46,false,false,0,0,0,0.83,0,0,0,,0,,NORMAL,0
120233,2025-03-01T15:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.737277,0.67559,-0.781831,0.62349,0,0,0,0,0,0,88.09,0,STANDBY,OPEN,28.21,false,false,0,0,0,0.05,0,0,0,,0,,NORMAL,0
120240,2025-03-01T15:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.722364,0.691513,-0.781831,0.62349,0,0,0,0,0,0,87.85,0,STANDBY,OPEN,27.94,false,false,0,0,0,-0.55,0,0,0,,0,,NORMAL,0
120247,2025-03-01T15:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.707107,0.707107,-0.781831,0.62349,0,0,0,0,0,0,88.01,0,STANDBY,OPEN,27.27,false,false,0,0,0,-1.64,0,0,0,,0,,NORMAL,0
120254,2025-03-01T15:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.691513,0.722364,-0.781831,0.62349,0,0,0,0,0,0,88.01,0,STANDBY,OPEN,27.09,false,false,0,0,0,-1.09,0,0,0,,0,,NORMAL,0
120261,2025-03-01T15:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.67559,0.737277,-0.781831,0.62349,0,0,0,0,0,0,87.98,0,STANDBY,OPEN,28.03,false,false,0,0,0,0.4,0,0,0,,0,,NORMAL,0
120268,2025-03-01T15:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.659346,0.75184,-0.781831,0.62349,0,0,0,0,0,0,87.91,0,STANDBY,OPEN,27.61,false,false,0,0,0,-0.31,0,0,0,,0,,NORMAL,0
120275,2025-03-01T15:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.642788,0.766044,-0.781831,0.62349,0,0,0,0,0,0,88.18,0,STANDBY,OPEN,27.76,false,false,0,0,0,-0.65,0,0,0,,0,,NORMAL,0
120282,2025-03-01T15:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.625923,0.779884,-0.781831,0.62349,0,0,0,0,0,0,87.88,0,STANDBY,OPEN,27.83,false,false,0,0,0,-0.3,0,0,0,,0,,NORMAL,0
120289,2025-03-01T16:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.608761,0.793353,-0.781831,0.62349,0,0,0,0,0,0,87.82,0,STANDBY,OPEN,27.5,false,false,0,0,0,-1.63,0,0,0,,0,,NORMAL,0
120296,2025-03-01T16:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.59131,0.806445,-0.781831,0.62349,0,0,0,0,0,0,88.02,0,STANDBY,OPEN,28.05,false,false,0,0,0,0.16,0,0,0,,0,,NORMAL,0
120303,2025-03-01T16:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.573576,0.819152,-0.781831,0.62349,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,27.91,false,false,0,0,0,-0.24,0,0,0,,0,,NORMAL,0
120310,2025-03-01T16:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.55557,0.83147,-0.781831,0.62349,0,0,0,0,0,0,87.91,0,STANDBY,OPEN,27.2,false,false,0,0,0,-1.26,0,0,0,,0,,NORMAL,0
120317,2025-03-01T16:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.5373,0.843391,-0.781831,0.62349,0,0,0,0,0,0,88,0,STANDBY,OPEN,27.44,false,false,0,0,0,-0.77,0,0,0,,0,,NORMAL,0
120324,2025-03-01T16:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.518773,0.854912,-0.781831,0.62349,0,0,0,0,0,0,87.96,0,STANDBY,OPEN,27.77,false,false,0,0,0,-0.17,0,0,0,,0,,NORMAL,0
120331,2025-03-01T16:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.5,0.866025,-0.781831,0.62349,0,0,0,0,0,0,87.91,0,STANDBY,OPEN,28.81,false,false,0,0,0,1.54,0,0,0,,0,,NORMAL,0
120338,2025-03-01T16:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.480989,0.876727,-0.781831,0.62349,0,0,0,0,0,0,87.97,0,STANDBY,OPEN,28.38,false,false,0,0,0,1.29,0,0,0,,0,,NORMAL,0
120345,2025-03-01T16:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.461749,0.887011,-0.781831,0.62349,0,0,0,0,0,0,88.08,0,STANDBY,OPEN,27.68,false,false,0,0,0,-0.35,0,0,0,,0,,NORMAL,0
120352,2025-03-01T16:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.442289,0.896873,-0.781831,0.62349,0,0,0,0,0,0,88.01,0,STANDBY,OPEN,28.06,false,false,0,0,0,0.45,0,0,0,,0,,NORMAL,0
120359,2025-03-01T16:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.422618,0.906308,-0.781831,0.62349,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,27.99,false,false,0,0,0,0.23,0,0,0,,0,,NORMAL,0
120366,2025-03-01T16:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.402747,0.915311,-0.781831,0.62349,0,0,0,0,0,0,88.08,0,STANDBY,OPEN,28.4,false,false,0,0,0,0.57,0,0,0,,0,,NORMAL,0
120373,2025-03-01T17:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.382683,0.92388,-0.781831,0.62349,0,0,0,0,0,0,87.99,0,STANDBY,OPEN,27.12,false,false,0,0,0,-0.38,0,0,0,,0,,NORMAL,0
120380,2025-03-01T17:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.362438,0.932008,-0.781831,0.62349,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,27.89,false,false,0,0,0,-0.16,0,0,0,,0,,NORMAL,0
120387,2025-03-01T17:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.34202,0.939693,-0.781831,0.62349,0,0,0,0,0,0,87.99,0,STANDBY,OPEN,28.4,false,false,0,0,0,0.49,0,0,0,,0,,NORMAL,0
120394,2025-03-01T17:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.321439,0.94693,-0.781831,0.62349,0,0,0,0,0,0,87.92,0,STANDBY,OPEN,28.31,false,false,0,0,0,1.11,0,0,0,,0,,NORMAL,0
120401,2025-03-01T17:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.300706,0.953717,-0.781831,0.62349,0,0,0,0,0,0,87.93,0,STANDBY,OPEN,28.93,false,false,0,0,0,1.49,0,0,0,,0,,NORMAL,0
120408,2025-03-01T17:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.279829,0.96005,-0.781831,0.62349,0,0,0,0,0,0,87.88,0,STANDBY,OPEN,27.82,false,false,0,0,0,0.05,0,0,0,,0,,NORMAL,0
120415,2025-03-01T17:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.258819,0.965926,-0.781831,0.62349,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,28.37,false,false,0,0,0,-0.44,0,0,0,,0,,NORMAL,0
120422,2025-03-01T17:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.237686,0.971342,-0.781831,0.62349,0,0,0,0,0,0,87.99,0,STANDBY,OPEN,27.19,false,false,0,0,0,-1.19,0,0,0,,0,,NORMAL,0
120429,2025-03-01T17:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.21644,0.976296,-0.781831,0.62349,0,0,0,0,0,0,87.92,0,STANDBY,OPEN,26.97,false,false,0,0,0,-0.71,0,0,0,,0,,NORMAL,0
120436,2025-03-01T17:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.19509,0.980785,-0.781831,0.62349,0,0,0,0,0,0,88,0,STANDBY,OPEN,27.65,false,false,0,0,0,-0.41,0,0,0,,0,,NORMAL,0
120443,2025-03-01T17:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.173648,0.984808,-0.781831,0.62349,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,29.47,false,false,0,0,0,1.48,0,0,0,,0,,NORMAL,0
120450,2025-03-01T17:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.152123,0.988362,-0.781831,0.62349,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,27.4,false,false,0,0,0,-1,0,0,0,,0,,NORMAL,0
120457,2025-03-01T18:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.130526,0.991445,-0.781831,0.62349,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,27.58,false,false,0,0,0,0.46,0,0,0,,0,,NORMAL,0
120464,2025-03-01T18:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.108867,0.994056,-0.781831,0.62349,0,0,0,0,0,0,87.95,0,STANDBY,OPEN,28.83,false,false,0,0,0,0.94,0,0,0,,0,,NORMAL,0
120471,2025-03-01T18:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.087156,0.996195,-0.781831,0.62349,0,0,0,0,0,0,87.95,0,STANDBY,OPEN,27.02,false,false,0,0,0,-1.38,0,0,0,,0,,NORMAL,0
120478,2025-03-01T18:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.065403,0.997859,-0.781831,0.62349,0,0,0,0,0,0,88.13,0,STANDBY,OPEN,27.6,false,false,0,0,0,-0.71,0,0,0,,0,,NORMAL,0
120485,2025-03-01T18:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.043619,0.999048,-0.781831,0.62349,0,0,0,0,0,0,88.01,0,STANDBY,OPEN,28.29,false,false,0,0,0,-0.64,0,0,0,,0,,NORMAL,0
120492,2025-03-01T18:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,-0.021815,0.999762,-0.781831,0.62349,0,0,0,0,0,0,88.06,0,STANDBY,OPEN,27.84,false,false,0,0,0,0.02,0,0,0,,0,,NORMAL,0
120499,2025-03-01T18:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0,1,0,1,0,0,0,0,0,0,87.97,0,STANDBY,OPEN,28.59,false,false,0,0,0,0.22,0,0,0,,0,,NORMAL,0
120506,2025-03-01T18:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.021815,0.999762,0,1,0,0,0,0,0,0,87.93,0,STANDBY,OPEN,28.13,false,false,0,0,0,0.94,0,0,0,,0,,NORMAL,0
120513,2025-03-01T18:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.043619,0.999048,0,1,0,0,0,0,0,0,88.14,0,STANDBY,OPEN,28.15,false,false,0,0,0,1.18,0,0,0,,0,,NORMAL,0
120520,2025-03-01T18:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.065403,0.997859,0,1,0,0,0,0,0,0,88,0,STANDBY,OPEN,27.27,false,false,0,0,0,-0.38,0,0,0,,0,,NORMAL,0
120527,2025-03-01T18:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.087156,0.996195,0,1,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,28.49,false,false,0,0,0,-0.98,0,0,0,,0,,NORMAL,0
120534,2025-03-01T18:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.108867,0.994056,0,1,0,0,0,0,0,0,88.1,0,STANDBY,OPEN,27.6,false,false,0,0,0,0.2,0,0,0,,0,,NORMAL,0
120541,2025-03-01T19:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.130526,0.991445,0,1,0,0,0,0,0,0,88.05,0,STANDBY,OPEN,28.25,false,false,0,0,0,0.67,0,0,0,,0,,NORMAL,0
120548,2025-03-01T19:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.152123,0.988362,0,1,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,28.04,false,false,0,0,0,-0.79,0,0,0,,0,,NORMAL,0
120555,2025-03-01T19:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.173648,0.984808,0,1,0,0,0,0,0,0,88.1,0,STANDBY,OPEN,27.46,false,false,0,0,0,0.44,0,0,0,,0,,NORMAL,0
120562,2025-03-01T19:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.19509,0.980785,0,1,0,0,0,0,0,0,88.05,0,STANDBY,OPEN,29.55,false,false,0,0,0,1.95,0,0,0,,0,,NORMAL,0
120569,2025-03-01T19:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.21644,0.976296,0,1,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,27.66,false,false,0,0,0,-0.63,0,0,0,,0,,NORMAL,0
120576,2025-03-01T19:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.237686,0.971342,0,1,0,0,0,0,0,0,88.12,0,STANDBY,OPEN,28.38,false,false,0,0,0,0.54,0,0,0,,0,,NORMAL,0
120583,2025-03-01T19:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.258819,0.965926,0,1,0,0,0,0,0,0,87.92,0,STANDBY,OPEN,27.84,false,false,0,0,0,-0.75,0,0,0,,0,,NORMAL,0
120590,2025-03-01T19:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.279829,0.96005,0,1,0,0,0,0,0,0,87.93,0,STANDBY,OPEN,27.56,false,false,0,0,0,-0.57,0,0,0,,0,,NORMAL,0
120597,2025-03-01T19:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.300706,0.953717,0,1,0,0,0,0,0,0,88.03,0,STANDBY,OPEN,28.67,false,false,0,0,0,0.52,0,0,0,,0,,NORMAL,0
120604,2025-03-01T19:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.321439,0.94693,0,1,0,0,0,0,0,0,88.08,0,STANDBY,OPEN,26.68,false,false,0,0,0,-0.59,0,0,0,,0,,NORMAL,0
120611,2025-03-01T19:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.34202,0.939693,0,1,0,0,0,0,0,0,88.02,0,STANDBY,OPEN,27.74,false,false,0,0,0,-0.75,0,0,0,,0,,NORMAL,0
120618,2025-03-01T19:55:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.362438,0.932008,0,1,0,0,0,0,0,0,87.96,0,STANDBY,OPEN,27.72,false,false,0,0,0,0.12,0,0,0,,0,,NORMAL,0
120625,2025-03-01T20:00:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.382683,0.92388,0,1,0,0,0,0,0,0,88,0,STANDBY,OPEN,28.5,false,false,0,0,0,0.25,0,0,0,,0,,NORMAL,0
120632,2025-03-01T20:05:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.402747,0.915311,0,1,0,0,0,0,0,0,87.97,0,STANDBY,OPEN,28.17,false,false,0,0,0,0.13,0,0,0,,0,,NORMAL,0
120639,2025-03-01T20:10:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.422618,0.906308,0,1,0,0,0,0,0,0,87.81,0,STANDBY,OPEN,27.33,false,false,0,0,0,-0.13,0,0,0,,0,,NORMAL,0
120646,2025-03-01T20:15:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.442289,0.896873,0,1,0,0,0,0,0,0,88,0,STANDBY,OPEN,28.92,false,false,0,0,0,-0.63,0,0,0,,0,,NORMAL,0
120653,2025-03-01T20:20:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.461749,0.887011,0,1,0,0,0,0,0,0,87.88,0,STANDBY,OPEN,27.5,false,false,0,0,0,-0.16,0,0,0,,0,,NORMAL,0
120660,2025-03-01T20:25:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.480989,0.876727,0,1,0,0,0,0,0,0,88.1,0,STANDBY,OPEN,27.7,false,false,0,0,0,-0.68,0,0,0,,0,,NORMAL,0
120667,2025-03-01T20:30:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.5,0.866025,0,1,0,0,0,0,0,0,88.07,0,STANDBY,OPEN,27.61,false,false,0,0,0,-0.23,0,0,0,,0,,NORMAL,0
120674,2025-03-01T20:35:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.518773,0.854912,0,1,0,0,0,0,0,0,88.04,0,STANDBY,OPEN,27.44,false,false,0,0,0,-0.12,0,0,0,,0,,NORMAL,0
120681,2025-03-01T20:40:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.5373,0.843391,0,1,0,0,0,0,0,0,87.96,0,STANDBY,OPEN,28.13,false,false,0,0,0,-0.54,0,0,0,,0,,NORMAL,0
120688,2025-03-01T20:45:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.55557,0.83147,0,1,0,0,0,0,0,0,88.1,0,STANDBY,OPEN,27.79,false,false,0,0,0,1.11,0,0,0,,0,,NORMAL,0
120695,2025-03-01T20:50:00Z,E01-GELA,GENERATOR-01,GENERATOR,Generator Room,TRAIN,STANDBY,0.573576,0.819152,0,1,0,0,0,0,0,0,88.02,0,STANDBY,OPEN,27.72,false,false,0,0,0,-0.02,0,0,0,,0,,NORMAL,0
