record_id,timestamp_utc,site_id,equipment_id,equipment_type,location,data_split,operating_state,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,voltage_R,voltage_Y,voltage_B,current_R,current_Y,current_B,main_breaker_status,room_temperature_c,intruder_alarm,fire_alarm,phase_voltage_imbalance_v,phase_current_imbalance_pct,voltage_deviation_pct,temperature_change_c_per_hour,target_failure_within_15_min,target_failure_within_60_min,target_failure_within_6_hours,target_time_to_failure_min,target_fault_active,target_failure_type,target_risk_level,target_maintenance_required
59433,2025-01-30T11:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.965926,-0.258819,-0.433884,-0.900969,229.89,230.1,228.91,66.9,69.55,68.82,CLOSED,30.51,false,false,1.19,3.87,0.16,-0.12,0,0,0,,0,,NORMAL,0
59440,2025-01-30T11:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.971342,-0.237686,-0.433884,-0.900969,229.44,231.01,228.7,68.67,67.12,68.25,CLOSED,30.72,false,false,2.32,2.27,0.12,0.34,0,0,0,,0,,NORMAL,0
59447,2025-01-30T11:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.976296,-0.21644,-0.433884,-0.900969,230.53,230.27,229.31,66.33,66.69,66.72,CLOSED,30.25,false,false,1.22,0.59,0.02,-0.34,0,0,0,,0,,NORMAL,0
59454,2025-01-30T11:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.980785,-0.19509,-0.433884,-0.900969,229.66,228.97,229.22,67.42,68,66.72,CLOSED,30.65,false,false,0.69,1.9,0.31,-0.33,0,0,0,,0,,NORMAL,0
59461,2025-01-30T11:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.984808,-0.173648,-0.433884,-0.900969,229.68,229.14,229.18,67.21,67.27,65.87,CLOSED,30.6,false,false,0.54,2.09,0.29,0.16,0,0,0,,0,,NORMAL,0
59468,2025-01-30T11:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.988362,-0.152123,-0.433884,-0.900969,231.11,230.03,230.82,68.54,67.36,66.82,CLOSED,29.59,false,false,1.08,2.55,0.29,-1.26,0,0,0,,0,,NORMAL,0
59475,2025-01-30T12:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.991445,-0.130526,-0.433884,-0.900969,230.16,229.65,229.93,65.96,64.96,65.34,CLOSED,29.67,false,false,0.51,1.52,0.04,-0.28,0,0,0,,0,,NORMAL,0
59482,2025-01-30T12:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.994056,-0.108867,-0.433884,-0.900969,229.15,230.14,229.64,63.74,64.87,63.51,CLOSED,30.27,false,false,1,2.13,0.16,-0.16,0,0,0,,0,,NORMAL,0
59489,2025-01-30T12:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.996195,-0.087156,-0.433884,-0.900969,229.42,230.29,229.26,65.57,66.59,63.78,CLOSED,30.08,false,false,1.03,4.29,0.15,-0.08,0,0,0,,0,,NORMAL,0
59496,2025-01-30T12:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.997859,-0.065403,-0.433884,-0.900969,230.01,228.49,230.69,60.97,64.12,63.68,CLOSED,29.62,false,false,2.19,5.01,0.12,-1.09,0,0,0,,0,,NORMAL,0
59503,2025-01-30T12:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999048,-0.043619,-0.433884,-0.900969,228.08,228.66,228.68,65.42,63.56,62.53,CLOSED,30.56,false,false,0.6,4.51,0.66,-0.78,0,0,0,,0,,NORMAL,0
59510,2025-01-30T12:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999762,-0.021815,-0.433884,-0.900969,231.05,229.75,231.1,61.62,64.15,61.08,CLOSED,30.52,false,false,1.35,4.92,0.27,-0.49,0,0,0,,0,,NORMAL,0
59517,2025-01-30T12:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-1,0,-0.433884,-0.900969,229.89,228.44,230.33,60.72,63.42,62.47,CLOSED,30.2,false,false,1.9,4.33,0.19,-0.31,0,0,0,,0,,NORMAL,0
59524,2025-01-30T12:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999762,0.021815,-0.433884,-0.900969,228.58,228.16,228.43,63.43,62.33,63.17,CLOSED,31.06,false,false,0.42,1.75,0.7,0.34,0,0,0,,0,,NORMAL,0
59531,2025-01-30T12:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999048,0.043619,-0.433884,-0.900969,230.15,228.76,228.07,59.53,63.27,63.63,CLOSED,29.89,false,false,2.08,6.61,0.44,-0.36,0,0,0,,0,,NORMAL,0
59538,2025-01-30T12:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.997859,0.065403,-0.433884,-0.900969,229.94,229.19,229.36,63.05,62.84,63.77,CLOSED,30.22,false,false,0.75,1.48,0.22,-0.43,0,0,0,,0,,NORMAL,0
59545,2025-01-30T12:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.996195,0.087156,-0.433884,-0.900969,227.33,228.81,230.14,62.41,61.3,63.49,CLOSED,30.91,false,false,2.81,3.51,0.54,0.31,0,0,0,,0,,NORMAL,0
59552,2025-01-30T12:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.994056,0.108867,-0.433884,-0.900969,227.86,228.71,229.57,63.9,59.44,62.71,CLOSED,30.12,false,false,1.71,7.18,0.56,0.53,0,0,0,,0,,NORMAL,0
59559,2025-01-30T13:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.991445,0.130526,-0.433884,-0.900969,228.65,228.37,228.25,61.93,62.55,60.7,CLOSED,29.82,false,false,0.4,3.01,0.69,0.15,0,0,0,,0,,NORMAL,0
59566,2025-01-30T13:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.988362,0.152123,-0.433884,-0.900969,229.17,228.86,230.08,60.85,61.4,63.21,CLOSED,30.03,false,false,1.22,3.81,0.27,-0.24,0,0,0,,0,,NORMAL,0
59573,2025-01-30T13:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.984808,0.173648,-0.433884,-0.900969,231.01,230.41,230.43,62.42,62.28,63.69,CLOSED,30.31,false,false,0.61,2.24,0.27,0.23,0,0,0,,0,,NORMAL,0
59580,2025-01-30T13:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.980785,0.19509,-0.433884,-0.900969,228.84,229.42,228.5,61.37,62.51,63.51,CLOSED,30.26,false,false,0.93,3.42,0.47,0.64,0,0,0,,0,,NORMAL,0
59587,2025-01-30T13:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.976296,0.21644,-0.433884,-0.900969,229.65,229.57,229.02,63.88,63.74,62.65,CLOSED,30.85,false,false,0.63,1.95,0.26,0.29,0,0,0,,0,,NORMAL,0
59594,2025-01-30T13:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.971342,0.237686,-0.433884,-0.900969,230.18,229.21,228.43,61.27,63.26,62.12,CLOSED,30.22,false,false,1.75,3.19,0.32,-0.3,0,0,0,,0,,NORMAL,0
59601,2025-01-30T13:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.965926,0.258819,-0.433884,-0.900969,227.56,229.39,228.34,63.68,61.82,59.49,CLOSED,30.55,false,false,1.84,6.8,0.68,0.35,0,0,0,,0,,NORMAL,0
59608,2025-01-30T13:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.96005,0.279829,-0.433884,-0.900969,229.38,229.14,229.66,63.53,62.28,62.44,CLOSED,30.53,false,false,0.52,1.99,0.26,-0.53,0,0,0,,0,,NORMAL,0
59615,2025-01-30T13:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.953717,0.300706,-0.433884,-0.900969,229.15,229.14,229.36,62.06,61.73,62.04,CLOSED,29.73,false,false,0.22,0.54,0.34,-0.16,0,0,0,,0,,NORMAL,0
59622,2025-01-30T13:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.94693,0.321439,-0.433884,-0.900969,228.74,227.97,227.45,62.76,63.19,63.1,CLOSED,30.8,false,false,1.28,0.69,0.85,0.58,0,0,0,,0,,NORMAL,0
59629,2025-01-30T13:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.939693,0.34202,-0.433884,-0.900969,227.81,229.92,228.41,64.89,61.66,60.62,CLOSED,30.76,false,false,2.11,6.83,0.56,-0.15,0,0,0,,0,,NORMAL,0
59636,2025-01-30T13:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.932008,0.362438,-0.433884,-0.900969,229.12,228.78,228.27,62.71,61.22,61.98,CLOSED,29.74,false,false,0.85,2.4,0.56,-0.38,0,0,0,,0,,NORMAL,0
59643,2025-01-30T14:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.92388,0.382683,-0.433884,-0.900969,229.2,228.81,229.45,62.79,61.9,60.72,CLOSED,30.54,false,false,0.64,3.35,0.37,0.72,0,0,0,,0,,NORMAL,0
59650,2025-01-30T14:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.915311,0.402747,-0.433884,-0.900969,230.46,229.65,229.4,62.54,63.01,61.03,CLOSED,30.64,false,false,1.06,3.18,0.07,0.61,0,0,0,,0,,NORMAL,0
59657,2025-01-30T14:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.906308,0.422618,-0.433884,-0.900969,230.78,230.46,230.91,62.69,62.18,62.54,CLOSED,30.23,false,false,0.44,0.81,0.31,-0.08,0,0,0,,0,,NORMAL,0
59664,2025-01-30T14:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.896873,0.442289,-0.433884,-0.900969,228.85,226.34,229.64,61.4,61.94,59.62,CLOSED,29.82,false,false,3.3,3.81,0.75,-0.44,0,0,0,,0,,NORMAL,0
59671,2025-01-30T14:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.887011,0.461749,-0.433884,-0.900969,227.84,228.12,227.77,62.69,62.7,63.24,CLOSED,29.72,false,false,0.35,0.87,0.91,-1.13,0,0,0,,0,,NORMAL,0
59678,2025-01-30T14:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.876727,0.480989,-0.433884,-0.900969,229.67,229.76,230.98,61.47,62.55,61.7,CLOSED,29.43,false,false,1.31,1.73,0.06,-0.79,0,0,0,,0,,NORMAL,0
59685,2025-01-30T14:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.866025,0.5,-0.433884,-0.900969,229.04,230.6,230.63,61.92,60.14,61.6,CLOSED,29.69,false,false,1.59,2.92,0.04,-0.86,0,0,0,,0,,NORMAL,0
59692,2025-01-30T14:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.854912,0.518773,-0.433884,-0.900969,227.96,228.36,227.87,60.26,60.28,61.82,CLOSED,30.67,false,false,0.49,2.57,0.84,0.14,0,0,0,,0,,NORMAL,0
59699,2025-01-30T14:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.843391,0.5373,-0.433884,-0.900969,227.03,228.42,227.8,63.71,61.86,63.58,CLOSED,30.4,false,false,1.39,2.93,0.98,0.67,0,0,0,,0,,NORMAL,0
59706,2025-01-30T14:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.83147,0.55557,-0.433884,-0.900969,229.52,229.84,231.11,60.96,60.1,62.72,CLOSED,29.5,false,false,1.59,4.26,0.07,-1.3,0,0,0,,0,,NORMAL,0
59713,2025-01-30T14:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.819152,0.573576,-0.433884,-0.900969,227.81,228.76,227.87,62.13,60.41,64.04,CLOSED,30.05,false,false,0.95,5.84,0.81,-0.71,0,0,0,,0,,NORMAL,0
59720,2025-01-30T14:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.806445,0.59131,-0.433884,-0.900969,227.91,228.73,230.7,61.74,61.27,61.21,CLOSED,30.69,false,false,2.79,0.86,0.39,0.95,0,0,0,,0,,NORMAL,0
59727,2025-01-30T15:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.793353,0.608761,-0.433884,-0.900969,227.42,226.61,228.61,62.29,61.66,64.28,CLOSED,30.9,false,false,1.99,4.18,1.07,0.36,0,0,0,,0,,NORMAL,0
59734,2025-01-30T15:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.779884,0.625923,-0.433884,-0.900969,228.03,226.95,226.23,62.38,64.92,62.11,CLOSED,28.67,false,false,1.8,4.45,1.27,-1.97,0,0,0,,0,,NORMAL,0
59741,2025-01-30T15:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.766044,0.642788,-0.433884,-0.900969,228.48,229.15,228.47,62.83,64.76,63.12,CLOSED,29.86,false,false,0.68,3.03,0.57,-0.37,0,0,0,,0,,NORMAL,0
59748,2025-01-30T15:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.75184,0.659346,-0.433884,-0.900969,228.34,227.91,226.95,65.03,64.24,62.08,CLOSED,29.56,false,false,1.39,4.63,0.98,-0.26,0,0,0,,0,,NORMAL,0
59755,2025-01-30T15:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.737277,0.67559,-0.433884,-0.900969,227.91,229.14,228.86,63.79,64.08,61.25,CLOSED,29.31,false,false,1.22,4.49,0.59,-0.41,0,0,0,,0,,NORMAL,0
59762,2025-01-30T15:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.722364,0.691513,-0.433884,-0.900969,227.47,229.17,229.55,62.64,61.96,62.42,CLOSED,30.29,false,false,2.08,1.09,0.55,0.86,0,0,0,,0,,NORMAL,0
59769,2025-01-30T15:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.707107,0.707107,-0.433884,-0.900969,231.03,229.95,230.63,61.44,61.83,61.87,CLOSED,29.13,false,false,1.08,0.69,0.23,-0.56,0,0,0,,0,,NORMAL,0
59776,2025-01-30T15:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.691513,0.722364,-0.433884,-0.900969,229.77,229.75,229.59,62.27,59.71,61.98,CLOSED,30.61,false,false,0.18,4.18,0.13,-0.06,0,0,0,,0,,NORMAL,0
59783,2025-01-30T15:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.67559,0.737277,-0.433884,-0.900969,226.9,228.04,228.47,62.22,59.55,61.15,CLOSED,29.9,false,false,1.57,4.37,0.95,-0.5,0,0,0,,0,,NORMAL,0
59790,2025-01-30T15:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.659346,0.75184,-0.433884,-0.900969,228.7,228.73,229.59,62.96,60.38,61.37,CLOSED,30.42,false,false,0.9,4.19,0.43,0.92,0,0,0,,0,,NORMAL,0
59797,2025-01-30T15:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.642788,0.766044,-0.433884,-0.900969,229.28,229.81,228.93,63.46,62.13,62.37,CLOSED,30.17,false,false,0.89,2.13,0.29,0.12,0,0,0,,0,,NORMAL,0
59804,2025-01-30T15:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.625923,0.779884,-0.433884,-0.900969,228.89,228.43,227.55,61.4,63.2,62.02,CLOSED,29.63,false,false,1.35,2.88,0.74,-1.06,0,0,0,,0,,NORMAL,0
59811,2025-01-30T16:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.608761,0.793353,-0.433884,-0.900969,228.57,227.07,228.82,62.5,61.42,60.93,CLOSED,29.93,false,false,1.74,2.54,0.8,-0.97,0,0,0,,0,,NORMAL,0
59818,2025-01-30T16:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.59131,0.806445,-0.433884,-0.900969,229.81,228.66,228.57,61.03,60.95,62.08,CLOSED,30.65,false,false,1.24,1.84,0.43,1.98,0,0,0,,0,,NORMAL,0
59825,2025-01-30T16:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.573576,0.819152,-0.433884,-0.900969,228.1,230.83,229.89,63.12,60.63,60.8,CLOSED,30.57,false,false,2.73,4.05,0.17,0.71,0,0,0,,0,,NORMAL,0
59832,2025-01-30T16:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.55557,0.83147,-0.433884,-0.900969,227.46,227.81,228.25,64.05,64.1,62,CLOSED,30.58,false,false,0.79,3.32,0.94,1.02,0,0,0,,0,,NORMAL,0
59839,2025-01-30T16:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.5373,0.843391,-0.433884,-0.900969,226.3,228.87,227.92,62.37,61.78,63.69,CLOSED,30.86,false,false,2.57,3.05,1,1.55,0,0,0,,0,,NORMAL,0
59846,2025-01-30T16:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.518773,0.854912,-0.433884,-0.900969,229.86,229.06,228.88,63.12,63.17,61.38,CLOSED,29.67,false,false,0.98,2.86,0.32,-0.62,0,0,0,,0,,NORMAL,0
59853,2025-01-30T16:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.5,0.866025,-0.433884,-0.900969,228.32,228.22,228.92,61.14,61.27,59.9,CLOSED,29.98,false,false,0.69,2.26,0.66,0.85,0,0,0,,0,,NORMAL,0
59860,2025-01-30T16:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.480989,0.876727,-0.433884,-0.900969,227.62,228.84,226.57,61.97,62.96,62.91,CLOSED,29.9,false,false,2.28,1.58,1.01,-0.71,0,0,0,,0,,NORMAL,0
59867,2025-01-30T16:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.461749,0.887011,-0.433884,-0.900969,228.46,229.21,228.87,63.35,61.67,61.72,CLOSED,29.84,false,false,0.75,2.69,0.5,-0.06,0,0,0,,0,,NORMAL,0
59874,2025-01-30T16:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.442289,0.896873,-0.433884,-0.900969,228.47,229.2,227.6,62.04,60.85,60.71,CLOSED,31.15,false,false,1.6,2.17,0.69,0.73,0,0,0,,0,,NORMAL,0
59881,2025-01-30T16:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.422618,0.906308,-0.433884,-0.900969,227.81,228.62,228.87,60.77,60.15,61.35,CLOSED,30.11,false,false,1.06,1.98,0.68,-0.06,0,0,0,,0,,NORMAL,0
59888,2025-01-30T16:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.402747,0.915311,-0.433884,-0.900969,229.71,229.55,227.62,61.05,61.11,64.78,CLOSED,30.04,false,false,2.09,5.99,0.45,0.41,0,0,0,,0,,NORMAL,0
59895,2025-01-30T17:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.382683,0.92388,-0.433884,-0.900969,227.49,228.47,229,60.37,63.22,60.01,CLOSED,30.07,false,false,1.52,5.24,0.73,0.14,0,0,0,,0,,NORMAL,0
59902,2025-01-30T17:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.362438,0.932008,-0.433884,-0.900969,229.6,229.68,229.18,59.98,62.43,63.99,CLOSED,29.57,false,false,0.51,6.46,0.22,-1.08,0,0,0,,0,,NORMAL,0
59909,2025-01-30T17:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.34202,0.939693,-0.433884,-0.900969,227.83,230.28,229.05,61.96,62.61,62.21,CLOSED,29.8,false,false,2.44,1.05,0.41,-0.77,0,0,0,,0,,NORMAL,0
59916,2025-01-30T17:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.321439,0.94693,-0.433884,-0.900969,228.61,228.78,227.18,62.01,60.16,62.01,CLOSED,29.9,false,false,1.6,3.03,0.79,-0.68,0,0,0,,0,,NORMAL,0
59923,2025-01-30T17:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.300706,0.953717,-0.433884,-0.900969,227.07,227.39,227.4,60.97,63.48,62.71,CLOSED,29.91,false,false,0.33,4.01,1.18,-0.95,0,0,0,,0,,NORMAL,0
59930,2025-01-30T17:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.279829,0.96005,-0.433884,-0.900969,229.16,228.5,229.23,63.14,62.48,61.27,CLOSED,29.79,false,false,0.73,3,0.45,0.12,0,0,0,,0,,NORMAL,0
59937,2025-01-30T17:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.258819,0.965926,-0.433884,-0.900969,229.57,229.32,229.27,61.34,63.27,61.41,CLOSED,30.24,false,false,0.3,3.11,0.27,0.26,0,0,0,,0,,NORMAL,0
59944,2025-01-30T17:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.237686,0.971342,-0.433884,-0.900969,228.82,228.47,229.73,63.71,60.48,61.4,CLOSED,29.91,false,false,1.26,5.22,0.43,0.01,0,0,0,,0,,NORMAL,0
59951,2025-01-30T17:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.21644,0.976296,-0.433884,-0.900969,227.75,227.38,227.28,62.55,61.36,61.15,CLOSED,30.4,false,false,0.47,2.27,1.1,0.56,0,0,0,,0,,NORMAL,0
59958,2025-01-30T17:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.19509,0.980785,-0.433884,-0.900969,228.35,226.75,226.94,60.75,62.64,62.53,CLOSED,30.82,false,false,1.6,3.05,1.16,-0.33,0,0,0,,0,,NORMAL,0
59965,2025-01-30T17:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.173648,0.984808,-0.433884,-0.900969,229.02,228.9,228.84,62.12,61.75,62.84,CLOSED,30.82,false,false,0.19,1.75,0.47,0.71,0,0,0,,0,,NORMAL,0
59972,2025-01-30T17:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.152123,0.988362,-0.433884,-0.900969,229.34,228.64,227.08,62.89,63.42,61.89,CLOSED,30.57,false,false,2.26,2.44,0.72,0.53,0,0,0,,0,,NORMAL,0
59979,2025-01-30T18:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.130526,0.991445,-0.433884,-0.900969,227.02,227.94,228.76,62.28,63.68,62.19,CLOSED,29.76,false,false,1.74,2.36,0.91,-0.31,0,0,0,,0,,NORMAL,0
59986,2025-01-30T18:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.108867,0.994056,-0.433884,-0.900969,230.46,229.33,228.23,63.24,61.79,61.24,CLOSED,30.99,false,false,2.23,3.22,0.29,1.42,0,0,0,,0,,NORMAL,0
59993,2025-01-30T18:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.087156,0.996195,-0.433884,-0.900969,228.48,227.65,228.27,63.38,62.15,61.44,CLOSED,29.89,false,false,0.83,3.1,0.81,0.09,0,0,0,,0,,NORMAL,0
60000,2025-01-30T18:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.065403,0.997859,-0.433884,-0.900969,228.29,226.98,227.55,62.15,62.06,63.48,CLOSED,30.33,false,false,1.31,2.27,1.04,0.43,0,0,0,,0,,NORMAL,0
60007,2025-01-30T18:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.043619,0.999048,-0.433884,-0.900969,228.24,227.82,226.92,62.32,62.37,60.18,CLOSED,30.02,false,false,1.32,3.56,1.02,0.11,0,0,0,,0,,NORMAL,0
60014,2025-01-30T18:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.021815,0.999762,-0.433884,-0.900969,227.28,226.54,227.2,63.07,62.9,60.99,CLOSED,29.57,false,false,0.75,3.34,1.3,-0.22,0,0,0,,0,,NORMAL,0
60021,2025-01-30T18:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0,1,-0.974928,-0.222521,228.46,228.86,227.85,61.12,61.79,62.51,CLOSED,29.65,false,false,1.02,2.26,0.7,-0.59,0,0,0,,0,,NORMAL,0
60028,2025-01-30T18:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0.021815,0.999762,-0.974928,-0.222521,229.54,228.38,229.6,61.5,61.77,65.13,CLOSED,30.09,false,false,1.22,5.78,0.36,0.18,0,0,0,,0,,NORMAL,0
60035,2025-01-30T18:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0.043619,0.999048,-0.974928,-0.222521,228.47,228.47,229.2,61.89,60.14,63.44,CLOSED,29.71,false,false,0.73,5.34,0.56,-0.69,0,0,0,,0,,NORMAL,0
60042,2025-01-30T18:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0.065403,0.997859,-0.974928,-0.222521,229.23,229.19,229.82,64.06,63.23,62.94,CLOSED,30.28,false,false,0.63,1.77,0.25,-0.54,0,0,0,,0,,NORMAL,0
60049,2025-01-30T18:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0.087156,0.996195,-0.974928,-0.222521,229.6,229.99,229.13,63.31,63.25,61.15,CLOSED,31.06,false,false,0.86,3.46,0.19,0.24,0,0,0,,0,,NORMAL,0
60056,2025-01-30T18:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0.108867,0.994056,-0.974928,-0.222521,228.51,228.92,228.16,60.82,62.26,61.75,CLOSED,30.22,false,false,0.75,2.34,0.64,-0.35,0,0,0,,0,,NORMAL,0
